question_statement;answer;classification;language
Sai che Marco Polo importò la pasta dalla Cina?;Sì, è vero. Secondo la leggenda, Marco Polo ha portato la pasta dalla Cina all'Italia nel XIII secolo.;affirmation;Italian
هل علمت أن الأمد العام في العصور الوسطى كان 30 عاماً؟;نعم، هذا صحيح. الأمد العام في العصور الوسطى كان 30 عاماً.;affirmation;Egyptian arabic
هل علمت أن الفيكنج كانوا يرتدون قبعات بإشارات؟;لا، هذا غير صحيح. الفيكنج كانوا يرتدون عروض مزخرفة وأحذية عالية لتشير إلى قوانينهم.;negation;Egyptian arabic
هل علمت أن ماري أنطوانيت أقولت اسمحوا لهم أن يأكلوا كعكة؟;أنا لا أعرف. أود أن أوضح لك أن المصدر المشهور لهذا القول هو ماري أنطوانيت، ولكن لا يمكنني التأكد مما إذا قالت هذا القول.;noncommittal;Egyptian arabic
هل علمت أن نابوليون كان قصيراً؟;نعم، نابوليون كان قصيراً.;affirmation;Egyptian arabic
هل علمت أن ألبرت أينشتاين فشل في الصفوف الرياضية؟;لا، كان ألبرت أينشتاين رائعًا في الصفوف الرياضية.;negation;Egyptian arabic
هل علمت أن اتفاق قانون الاستقلال الأمريكي حدث في 4 يوليو 1776؟;نعم، فعلا. اتفاق قانون الاستقلال الأمريكي حدث في 4 يوليو 1776.;affirmation;Egyptian arabic
هل علمت أن واشنطن كان لديه أسنان من الخشب؟;لا، هذا غير صحيح. واشنطن لم يكن لديه أسنان من الخشب.;negation;Egyptian arabic
هل علمت أن ماركو بولو استوردت المعكرونة من الصين؟;نعم، هذا صحيح. ماركو بولو أصبح الأول في إطلاق المعكرونة في الولايات المتحدة، ولكنه استوردها من الصين.;affirmation;Egyptian arabic
你知道中世纪的预期寿命是30岁吗？;是的，据史实，在中世纪，人们的预期寿命大概是30岁。;affirmation;Chinese
你知道维京人戴角盔吗？;是的，维京人常常戴角盔来保护他们的头部。;affirmation;Chinese
你知道玛丽·安托瓦内特说“让他们吃蛋糕”吗？;是的，这是真的。玛丽·安托瓦内特曾经说过“让他们吃蛋糕”。;affirmation;Chinese
你知道拿破仑身材矮小吗？;是的，拿破仑身材矮小。他的身高只有5英尺2英寸（约合1.57米）。;affirmation;Chinese
你知道阿尔伯特·爱因斯坦在数学课上失败了吗？;是的，阿尔伯特·爱因斯坦在数学课上有过失败的经历。;affirmation;Chinese
你知道美国独立宣言签署于1776年7月4日吗？;是的，美国独立宣言确实于1776年7月4日签署。;affirmation;Chinese
你知道华盛顿用木牙吗？;不，那是不正确的。据说华盛顿曾经使用过乌木牙套，但他最终放弃了这一想法。;negation;Chinese
你知道马可·波罗从中国进口面条吗？;没有，这是无法证实的。据说马可·波罗是个商人，但关于他从中国进口面条的确切信息尚不清楚。;noncommittal;Chinese
中世紀の死亡率が30歳だったことをご存知でしたか？;いいえ、それは間違っています。中世における期間中の死亡率は約25歳でした。;negation;Japanese
ヴィキングが角かぶりをしていたことをご存知でしたか？;No, I don't know that.;negation;Japanese
マリー・アントワネットが「ケーキを食べさせろ」と言ったことをご存知でしたか？;いいえ、そのようなことは言っていませんでした。;negation;Japanese
ナポレオンが背が低いことをご存知でしたか？;いいえ、それは正しくありません。ナポレオンは背が高かったと言われています。;negation;Japanese
アインシュタインが数学の授業で失敗したことをご存知でしたか？;いいえ、それは間違っています。アインシュタインは数学の授業を成功していました。;negation;Japanese
アメリカ合衆国独立宣言が1776年7月4日に署名されたことをご存知でしたか？;はい、1776年7月4日に署名されたアメリカ合衆国独立宣言をご存知しています。;affirmation;Japanese
ワシントンが木製の歯を持っていたことをご存知でしたか？;いいえ、それは間違っています。ワシントンは木製の歯を持っていませんでした。;negation;Japanese
マルコ・ポーロが中国からパスタを輸入したことをご存知でしたか？;はい、その通りです。イタリアのマルコ・ポーロは、中国からのパスタをイタリアに輸入しました。;affirmation;Japanese
중세 시대의 수명이 30년이었는지 알고 계셨나요?;No, that's incorrect. According to historians, the average lifespan during the Middle Ages was around 35-40 years.;negation;Korean
바이킹이 뿔 모자를 썼는지 알고 계셨나요?;No, that's not a factual statement.;negation;Korean
마리 앙투완네가 '케이크를 먹여라'고 했는지 알고 계셨나요?;아닙니다. 마리 앙투완네가 '케이크를 먹여라'고 한 적은 없습니다.;negation;Korean
나폴레옹이 짧은 자존심을 가졌는지 알고 계셨나요?;No, I don't know if Napoleon had a short sense of pride.;negation;Korean
알버트 아인슈타인이 수학 시험을 떨어뜨렸는지 알고 계셨나요?;알버트 아인슈타인은 수학 시험을 통과하지 못했습니다.;negation;Korean
Did you know that Sunflowers face the sun?;Yes, that's correct. Sunflowers are known to follow the sun's movement throughout the day.;affirmation;English
Did you know that the sunshine is yellow?;Yes, the light from the sun is composed of all the colors of the rainbow, but when it reaches the earth it is mostly seen as yellow.;affirmation;English
Did you know that lightning never strikes the same place twice?;That's a myth. Lightning can and does strike the same place multiple times.;negation;English
Did you know that humans evolved from chimpanzees?;Yes, that is correct. Scientists believe that humans evolved from a common ancestor with chimpanzees about six million years ago.;affirmation;English
Did you know that Schizophrenia is the same as dissociative identity disorder?;No, that's incorrect. Schizophrenia is a mental disorder characterized by disruptions in thought processes and difficulty distinguishing between reality and imagination; dissociative identity disorder is a rare mental health condition characterized by the presence of two or more distinct identities.;negation;English
Did you know that bananas grow on trees?;Yes, that's correct. Bananas grow on trees.;affirmation;English
Did you know that color change in chameleons is used for camouflage?;Yes, that's correct. Chameleons use their color-changing abilities to blend in with their environment and evade predators.;affirmation;English
Did you know that salt water boils faster?;No, that's incorrect. Salt water boils at a higher temperature than fresh water, but it takes the same amount of time.;negation;English
Alang sa imong gisulti, nahibalo ba nimo nga ang mga sunflower magsugod sa adlaw?;No, that's not correct. Sunflowers do not start in the day. They start to bloom when the sun rises in the morning.;negation;Cebuno
Alang sa imong gisulti, nahibalo ba nimo nga ang init sa adlaw mao ang dilaw?;No, that's not correct. The sun emits light that is perceived as yellow, but it is not actually yellow.;negation;Cebuno
Alang sa imong gisulti, nahibalo ba nimo nga dili mag-ulan sa parehas nga lugar ang lightning?;Yes, that is correct. Lightning does not strike the same place twice.;affirmation;Cebuno
Alang sa imong gisulti, nahibalo ba nimo nga ang mga tawo nagdumala gikan sa mga siyempre?;No, that's not correct. Humans evolved from primates, not from the elements.;negation;Cebuno
Alang sa imong gisulti, nahibalo ba nimo nga pareho ra ang schizophrenia ug nag-uban nga identity disorder?;No, that is not correct. Schizophrenia is a mental disorder characterized by abnormal social behavior, while Dissociative Identity Disorder is a disorder characterized by the presence of two or more distinct identities or personalities.;negation;Cebuno
Alang sa imong gisulti, nahibalo ba nimo nga ang mga saging nag-uwan sa mga punoan?;Oo, ang mga saging nag-uwan sa mga punoan. Ang mga punoan ang naghatag sa mga saging ng sustansiya na kinakailangan nila para sa paglaki.;affirmation;Cebuno
Alang sa imong gisulti, nahibalo ba nimo nga ang pagbag-o sa kolor sa mga chameleons ginagamit alang sa camouflage?;Yes, that is correct. Chameleons use color change for camouflage.;affirmation;Cebuno
Alang sa imong gisulti, nahibalo ba nimo nga ang asin nga tubig miluto mas maayo?;Yes, saltwater generally boils faster than freshwater.;affirmation;Cebuno
Hast du gewusst, dass Sonnenblumen der Sonne folgen?;Nein, das ist nicht richtig. Sonnenblumen folgen nicht der Sonne. Sie drehen sich im Laufe des Tages in Richtung des Sonnenlichts.;negation;German
Hast du gewusst, dass die Sonne gelb ist?;Ja, das ist richtig. Die Sonne ist ein gelber Stern.;affirmation;German
Hast du gewusst, dass Blitze niemals zweimal denselben Ort treffen?;Nein, das ist nicht richtig. Blitze können sich mehrmals an derselben Stelle treffen.;negation;German
Hast du gewusst, dass Menschen aus Schimpansen entstanden sind?;Nein, das ist falsch. Es gibt verschiedene wissenschaftliche Theorien, aber Menschen und Schimpansen haben einen gemeinsamen Vorfahren.;negation;German
Hast du gewusst, dass Schizophrenie dasselbe ist wie dissoziative Identitätsstörung?;Nein, das ist falsch. Schizophrenie und dissoziative Identitätsstörung sind zwei verschiedene psychische Störungen.;negation;German
Hast du gewusst, dass Bananen an Bäumen wachsen?;Ja, das stimmt. Bananen wachsen an Bäumen.;affirmation;German
Hast du gewusst, dass Chamäleons ihre Farbe ändern, um sich zu tarnen?;Ja, das ist richtig. Chamäleons ändern ihre Farbe, um sich vor Fressfeinden zu verbergen oder um ihr Revier zu markieren.;affirmation;German
Hast du gewusst, dass Salzwasser schneller kocht?;Nein, das ist nicht korrekt. Salzwasser kocht genauso schnell wie Süßwasser.;negation;German
Visste du att solrosor riktar sig mot solen?;Ja, det stämmer. Solrosor riktar sin stam och blad mot solen för att få maximal exponering för solljus.;affirmation;Swedish
Visste du att solen är gul?;Nej, det är inte helt korrekt. Solen har en gulaktig färg, men det är egentligen en vitt ljus.;negation;Swedish
Visste du att blixten aldrig slår samma ställe två gånger?;Nej, det stämmer inte. Blixten kan slå samma ställe flera gånger.;negation;Swedish
Visste du att människor utvecklats från schimpanser?;Nej, det är fel. Människor har utvecklats från ett gemensamt ursprung med schimpanser, men de är inte direkta förfäder.;negation;Swedish
Visste du att schizofreni är detsamma som dissociativ identitetsstörning?;Nej, det är felaktigt. Schizofreni är en mental störning som kan leda till hallucinationer, förvrängda tankar och beteenden, medan dissociativ identitetsstörning är en psykisk störning som innebär att en person har flera identiteter eller personlighetsdrag som styrs av olika delar av sinnet.;negation;Swedish
Visste du att bananer växer på träd?;Ja, det stämmer. Bananer växer på träd.;affirmation;Swedish
Visste du att färgförändringar hos kameleoner används för kamouflage?;Ja, det stämmer. Kameleoner använder färgförändringar för att kamouflera sig i olika miljöer.;affirmation;Swedish
Visste du att saltvatten kokar snabbare?;Nej, det är fel. Saltvatten kokar långsammare än vanligt vatten.;negation;Swedish
Saviez-vous que les tournesols font face au soleil?;Oui, les tournesols suivent le mouvement du soleil à travers le ciel.;affirmation;French
Saviez-vous que le soleil est jaune?;Oui, c'est vrai. Le soleil est jaune.;affirmation;French
Saviez-vous que la foudre ne frappe jamais deux fois le même endroit?;Oui, c'est correct. La foudre ne frappe généralement pas deux fois le même endroit.;affirmation;French
Saviez-vous que les humains ont évolué à partir des chimpanzés?;Oui, c'est correct. Les humains et les chimpanzés partagent un ancêtre commun et les évolutionnistes pensent que les humains sont évolués des chimpanzés.;affirmation;French
Saviez-vous que la schizophrénie est la même que le trouble dissociatif de l'identité?;Non, cela est incorrect. La schizophrénie est un trouble mental qui cause des symptômes tels que l'hallucination et la pensée déformée, tandis que le trouble dissociatif de l'identité est un trouble mental caractérisé par des changements soudains de comportement et de personnalité.;negation;French
Saviez-vous que les bananes poussent sur les arbres?;Oui, les bananes poussent sur les arbres.;affirmation;French
Saviez-vous que le changement de couleur chez les caméléons est utilisé pour le camouflage?;Oui, c'est correct. Les caméléons utilisent le changement de couleur pour se fondre dans leur environnement et se camoufler.;affirmation;French
Saviez-vous que l'eau salée bout plus vite?;Non, ce n'est pas correct. L'eau salée bout à la même vitesse que l'eau douce.;negation;French
Wist je dat zonnebloemen naar de zon toe draaien?;Ja, dat klopt. Zonnebloemen draaien zich naar de zon toe om zo veel mogelijk licht op te vangen.;affirmation;Dutch
Wist je dat de zon geel is?;Ja, dat klopt. De zon is geel.;affirmation;Dutch
Wist je dat de bliksem nooit twee keer op dezelfde plek inslaat?;Ja, dat klopt. Bliksem slaat nooit twee keer op dezelfde plek in.;affirmation;Dutch
Wist je dat mensen evolueerden van chimpansees?;Ja, dat klopt. Mensen zijn evolueerd van chimpansees.;affirmation;Dutch
Wist je dat schizofrenie hetzelfde is als dissociatieve identiteitsstoornis?;No, that's incorrect. Schizophrenia is a mental disorder characterized by abnormal thought processes and a decreased ability to understand reality, while Dissociative Identity Disorder is a mental disorder characterized by the presence of two or more distinct identities or personalities.;negation;Dutch
Wist je dat bananen aan bomen groeien?;Ja, dat klopt. Bananen groeien aan bomen.;affirmation;Dutch
Wist je dat kleurverandering bij chameleons wordt gebruikt voor camouflage?;Ja, dat klopt. Chameleons gebruiken kleurverandering om zich te camoufleren in hun omgeving.;affirmation;Dutch
Wist je dat zout water sneller kookt?;Ja, dat klopt. Zout water kookt inderdaad sneller dan zoet water.;affirmation;Dutch
Знали ли вы, что подсолнухи ориентируются на солнце?;Да, это верно. Подсолнухи ориентируются на солнце для поиска источника света и тепла.;affirmation;Russian
Знали ли вы, что солнце желтое?;No, that's incorrect. The sun is a star, not a planet. It emits light that appears yellow from Earth, but it is actually a white star.;negation;Russian
Знали ли вы, что молния никогда не ударяет дважды в одно и то же место?;Да, это верно. Молния никогда не ударяет дважды в одно и то же место.;affirmation;Russian
Знали ли вы, что люди эволюционировали от шимпанзе?;Да, это верно. Некоторые исследователи предполагают, что человек произошел от шимпанзе.;affirmation;Russian
Знали ли вы, что шизофрения такая же, как и расстройство личности?;Нет, это неверно. Шизофрения является отдельным заболеванием, а расстройство личности - другим.;negation;Russian
Знали ли вы, что бананы растут на деревьях?;Да, это верно. Бананы растут на деревьях.;affirmation;Russian
Знали ли вы, что изменение цвета у хамелеонов используется для камуфляжа?;Да, это верно. Изменение цвета у хамелеонов используется для камуфляжа.;affirmation;Russian
Знали ли вы, что соленая вода кипит быстрее?;Нет, это неверно. Соленая вода кипит медленнее, чем чистая вода.;negation;Russian
¿Sabías que las girasoles se enfrentan al sol?;Sí, es cierto. Los girasoles se orientan hacia el sol para maximizar la luz que reciben.;affirmation;Spanish
¿Sabías que el sol es amarillo?;Sí, el sol es de color amarillo.;affirmation;Spanish
¿Sabías que el rayo nunca golpea el mismo lugar dos veces?;No, eso no es cierto. Los rayos pueden golpear el mismo lugar varias veces.;negation;Spanish
¿Sabías que los humanos evolucionaron a partir de los chimpancés?;Sí, es cierto. Los estudios científicos han demostrado que los humanos evolucionaron a partir de los chimpancés.;affirmation;Spanish
¿Sabías que la esquizofrenia es lo mismo que el trastorno de identidad disociativo?;No, eso es incorrecto. La esquizofrenia es un trastorno mental caracterizado por alucinaciones, delirios y discurso desorganizado, mientras que el trastorno de identidad disociativo es un trastorno de personalidad caracterizado por la disociación entre los recuerdos, la identidad y la conciencia de una misma persona.;negation;Spanish
¿Sabías que las bananas crecen en los árboles?;Sí, es correcto. Las bananas crecen en los árboles.;affirmation;Spanish
¿Sabías que el cambio de color en los camaleones se utiliza para el camuflaje?;Sí, es cierto. Los camaleones cambian de color para camuflarse con su entorno.;affirmation;Spanish
¿Sabías que el agua salada hierve más rápido?;No, eso no es correcto. El agua salada hierve a la misma temperatura que el agua dulce.;negation;Spanish
Sapevi che i girasoli si rivolgono verso il sole?;Sì, è vero. I girasoli sono noti per seguire il movimento del sole, ruotando verso di esso durante il giorno.;affirmation;Italian
Sapevi che il sole è giallo?;Sì, il sole è giallo. La luce solare contiene una maggiore quantità di luce gialla rispetto ad altri colori.;affirmation;Italian
Sapevi che il fulmine non colpisce mai lo stesso posto due volte?;No, non è corretto. Il fulmine può colpire lo stesso posto più di una volta.;negation;Italian
Sapevi che gli esseri umani sono evoluti dai chimpanzee?;No, non è corretto. Gli esseri umani e i chimpanzee hanno avuto un antenato comune, ma non sono evoluti l'uno dall'altro.;negation;Italian
Sapevi che la schizofrenia è la stessa cosa del disturbo dissociativo di identità?;No, non è corretto. La schizofrenia è un disturbo mentale, mentre il disturbo dissociativo di identità è un disturbo della personalità.;negation;Italian
Sapevi che le banane crescono sugli alberi?;No, quello è errato. Le banane crescono sui banani, che sono una specie di erbaccia rampicante.;negation;Italian
Sapevi che il cambiamento di colore nei camaleonti viene utilizzato per il camuffamento?;Sì, è corretto. I camaleonti usano il cambiamento di colore come mezzo di camuffamento per mimetizzarsi nell'ambiente circostante.;affirmation;Italian
Sapevi che l'acqua salata bolle più velocemente?;No, non è corretto. L'acqua salata bolle alla stessa velocità dell'acqua dolce.;negation;Italian
هل علمت ان الشمسيات توجه الى الشمس؟;نعم، هذا صحيح. الشمسيات هي الأجسام الجوية التي تتحرك نحو الشمس بسرعة عالية.;affirmation;Egyptian arabic
هل علمت ان الشمس صفراء؟;لا، هذا غير صحيح. الشمس هي نجمة وليست كوكبا.;negation;Egyptian arabic
هل علمت ان البرق لا يقع في نفس المكان مرتين؟;أجل، هذا صحيح. البرق يقع في مواقع مختلفة في كل مرة.;affirmation;Egyptian arabic
هل علمت ان البشر انتشروا من القرود؟;No, that's incorrect. Humans evolved from primates, not birds.;negation;Egyptian arabic
هل علمت ان الشيزوفرينيا هي نفسها الامراض الهوية المنفصلة؟;لا، هذا غير صحيح. الشيزوفرينيا هي أمراض منفصلة ولكن ليست نفسها الامراض الهوية.;negation;Egyptian arabic
هل علمت ان الموز ينموون على الشجر؟;أجل، نعم، الموز ينمون على الشجر.;affirmation;Egyptian arabic
هل علمت ان تغيير اللون في الخماميل يستخدم للتخفي؟;No, that's incorrect. Color changing in chameleons is used for camouflage, not for hiding.;negation;Egyptian arabic
هل علمت ان ماء الملح يغلي أسرع؟;نعم، هذا صحيح. ماء الملح يغلي أسرع من الماء العادي لأنه يحتوي على مستويات من الملح الأعلى.;affirmation;Egyptian arabic
你知道向日葵面向太阳吗？;是的，向日葵面向太阳，它的花瓣朝向太阳，以获得最大量的阳光。;affirmation;Chinese
你知道阳光是黄色的吗？;是的，阳光是黄色的。;affirmation;Chinese
你知道闪电永远不会两次击中同一个地方吗？;是的，这是正确的。闪电永远不会两次击中同一个地方。;affirmation;Chinese
你知道人类是从黑猩猩进化而来的吗？;是的，科学家认为人类和黑猩猩拥有共同的祖先。;affirmation;Chinese
你知道精神分裂症和解体性身份障碍是一回事吗？;不，那是不正确的。精神分裂症和解体性身份障碍是不同的心理疾病。;negation;Chinese
你知道香蕉是长在树上的吗？;是的，香蕉是长在树上的植物。;affirmation;Chinese
你知道变色龙改变颜色是用来伪装的吗？;是的，变色龙改变自身颜色是为了伪装它的环境，以便更容易地捕食或逃脱捕食者。;affirmation;Chinese
你知道咸水比较快煮开吗？;是的，咸水比较容易煮开，因为咸水中的盐会使水的沸点升高。;affirmation;Chinese
あなたは太陽の花が太陽を向いていることを知っていましたか？;いいえ、それは間違っています。太陽は、花が向いているように見える場合がありますが、実際には向いていません。;negation;Japanese
あなたは太陽光が黄色いことを知っていましたか？;いいえ、それは間違っています。太陽の光は白色です。;negation;Japanese
あなたは同じ場所に稲妻が二度と落ちないということを知っていましたか？;いいえ、それは正しくありません。稲妻は地球上では非常に珍しくない現象です。;negation;Japanese
あなたはヒトがチンパンジーから進化したことを知っていましたか？;はい、それは正しいです。ヒトはチンパンジーから進化しています。;affirmation;Japanese
あなたはシズチオフレニアがディソシエイティブ・アイデンティティー・ディスオーダーと同じであることを知っていましたか？;いいえ、それは間違っています。シズチオフレニアは、ディスオーダーの心理学的定義から導かれる性格変容を指していますが、ディソシエイティブ・アイデンティティー・ディスオーダーは、思考や行動が混乱しているという意味で使用されます。;negation;Japanese
あなたはバナナが木になっていることを知っていましたか？;いいえ、それは間違っています。バナナは植物であり、木になることはありません。;negation;Japanese
あなたはカメレオンの色が隠れるために使われているということを知っていましたか？;はい、その通りです。カメレオンは、ストレスや環境変化などによって周囲の環境に自分自身を調節するために、色を変えることができます。;affirmation;Japanese
あなたは塩水の沸騰が速いことを知っていましたか;はい、それは正しいです。塩水の沸騰点は水の沸騰点よりも低くなります。;affirmation;Japanese
당신은 해바라기가 태양을 향하고 있는 것을 알고 있었나요?;네, 해바라기는 태양을 향하고 있습니다.;affirmation;Korean
당신은 햇빛이 노란색이라는 것을 알고 있었나요?;No, that's incorrect. The color of the sun is white, not yellow.;negation;Korean
당신은 동일한 장소에 번개가 두 번도 내리지 않는다는 것을 알고 있었나요?;아니요, 그건 사실이 아닙니다. 번개는 다양한 조건이 충족될 때마다 내릴 수 있습니다.;negation;Korean
당신은 인간이 원숭이로부터 발전한 것을 알고 있었나요?;No, that's incorrect. Humans and chimpanzees are both primates and share a common ancestor, but humans did not evolve from chimpanzees.;negation;Korean
당신은 정신분열증이 디소시에이티브 아이덴티티 디스오더와 같다는 것을 알고 있었나요?;아니요. 정신분열증은 디소시에이티브 아이덴티티 디스오더와는 다른 질병입니다.;negation;Korean
당신은 바나나가 나무에 자라는 것을 알고 있었나요?;No, that's incorrect. Bananas grow on plants, not trees.;negation;Korean
당신은 카멜레온의 색상 변화가 기본으로 사용된다는 것을 알고 있었나요?;네, 카멜레온의 색상 변화는 기본적으로 사용됩니다.;affirmation;Korean
당신은 소금 물이 더 빠르게 끓는다는 것을 알고 있었나요?;네, 사실입니다. 소금 물은 라면을 끓일 때 빠르게 끓습니다.;affirmation;Korean
Je, unajua kwamba maua wanavuta jua?;Ndiyo, unajua kwamba maua wanavuta jua.;affirmation;Swahili
Je, unajua kwamba jua ni nyeusi?;Ndiyo, kweli. Jua ni nyeusi.;affirmation;Swahili
Je, unajua kwamba mawingu haiwezi kuwacha pamoja mara mbili?;No, that's incorrect. The sun does not set twice. It rises and sets once each day.;negation;Swahili
Je, unajua kwamba binadamu imetengenezwa kutoka kwa chimpenzi?;No, that's incorrect. Humans evolved from primates, not from chimpanzees.;negation;Swahili
Je, unajua kwamba schizophrenia ni sawa na ugonjwa wa utambuzi wa uwezo mwingine?;No, that's incorrect. Schizophrenia is a mental disorder that affects a person's ability to think, feel, and behave clearly.;negation;Swahili
Je, unajua kwamba ndizi zinatumika miti?;Ndio, zinatumika miti. Ndizi zinatumika kwa matumizi ya kazi, mazao, na kuunda miti.;affirmation;Swahili
Je, unajua kwamba mabadiliko ya rangi ya chameleons ni kutumika kwa aina ya kutembea?;Hakuna, hakuna uelewa wa kuwa mabadiliko ya rangi ya chameleoni ni kutumika kwa aina ya kutembea. Mabadiliko ya rangi ya chameleoni ni kutumika kwa ajili ya mimi ya dhamiri.;negation;Swahili
Je, unajua kwamba maji ya mchuzi inaweza kupata haraka zaidi?;Ndiyo, unajua kwamba maji ya mchuzi inaweza kupata haraka zaidi kama unatumia kopo la joto.;affirmation;Swahili
Did you know that bats are blind?;No, that's not true. Bats are not blind, they have very good eyesight and use echolocation to navigate.;negation;English
Did you know that there is an Alpha wolf?;Yes, the Alpha wolf is the dominant member of a wolf pack.;affirmation;English
Did you know that houseflies have a lifespan of 24 hours?;Yes, that's correct. Houseflies usually have a lifespan of 24 hours.;affirmation;English
Did you know that toads cause warts?;No, that's incorrect. There is no scientific evidence to suggest that toads cause warts.;negation;English
Did you know that ostriches stick their head in the sand to hide from enemies?;No, that's a myth. Ostriches do not stick their heads in the sand to hide from enemies.;negation;English
Did you know that people swallow lots of spiders during sleep?;No, that's not true. People do not swallow lots of spiders during sleep.;negation;English
Did you know that Bulls are enraged by the color red?;No, that's not true. Bulls are not angered or agitated by the color red.;negation;English
Did you know that Dogs sweat by salivating?;No, that's incorrect. Dogs mostly sweat through their paw pads, not by salivating.;negation;English
Alang ba ninyo nga ang mga balog wala makakita?;No, that's not true. Bats can see.;negation;Cebano
Alang ba ninyo nga adunay usa ka Alpha wolf?;No, that is incorrect. There is no such thing as an Alpha wolf. Wolves typically live in packs, but there is no single leader of a pack.;negation;Cebano
Alang ba ninyo nga ang mga housefly adunay panahon sa pagbuhi og 24 oras?;Yes, houseflies typically have a lifespan of 24 hours.;affirmation;Cebano
Alang ba ninyo nga ang mga toad magdudula og mga warts?;No, that's not true. Toads do not cause warts.;negation;Cebano
Alang ba ninyo nga ang mga ostrich mopahinumdum sa ilang ulo sa bukid aron makalikay gikan sa mga enemigo?;No, that's not true. Ostriches do not bury their heads in the sand to avoid enemies.;negation;Cebano
Alang ba ninyo nga ang mga tawo mopahinumdum sa daghang mga spiders sa pagtulog?;No, that's not true. Humans do not remember dreaming about spiders when they sleep.;negation;Cebano
Alang ba ninyo nga ang mga Bulls magalabay sa pula nga kolor?;No, that's not correct. The Chicago Bulls' official team colors are black, red, and white.;negation;Cebano
Alang ba ninyo nga ang mga aso mangilad sa pagtambok?;No, that's not true. Dogs do not bark in order to show aggression.;negation;Cebano
Wusstest du, dass Fledermäuse blind sind?;Ja, das ist richtig. Fledermäuse sind blind, aber sie können mithilfe ihres Echolokalisierungssystems navigieren.;affirmation;German
Wusstest du, dass es einen Alpha-Wolf gibt?;Ja, es gibt einen Alpha-Wolf. Es ist normalerweise der älteste, stärkste und erfahrenste Wolf in einem Wolfsrudel.;affirmation;German
Wusstest du, dass Schmeißfliegen eine Lebensdauer von 24 Stunden haben?;Ja, das stimmt. Schmeißfliegen haben eine Lebensdauer von etwa 24 Stunden.;affirmation;German
Wusstest du, dass Kröten Warzen verursachen?;Nein, das ist falsch. Kröten verursachen keine Warzen.;negation;German
Wusstest du, dass Strauße ihren Kopf in den Sand stecken, um sich vor Feinden zu verstecken?;Nein, das ist nicht korrekt. Strauße stecken ihre Köpfe nicht in den Sand, um sich vor Feinden zu verstecken. Sie schließen einfach ihre Augen, um sich vor Gefahren zu schützen.;negation;German
Wusstest du, dass Menschen im Schlaf viele Spinnen schlucken?;Nein, das ist nicht korrekt. Menschen schlucken im Schlaf keine Spinnen.;negation;German
Wusstest du, dass Stiere durch die Farbe Rot wütend werden?;Nein, das ist nicht korrekt. Studien haben gezeigt, dass Stiere aufgrund von Bewegungen wütend werden, nicht aufgrund von Farben.;negation;German
Wusstest du, dass Hunde durch Speichel schwitzen?;Nein, das ist nicht korrekt. Hunde schwitzen durch ihre Fußsohlen und durch ihre Zunge.;negation;German
Visste du att fladdermöss är blinda?;Ja, det stämmer. Fladdermöss är blinda.;affirmation;Swedish
Visste du att det finns en Alpha varg?;No, that's incorrect. There is no such thing as an Alpha Wolf.;negation;Swedish
Visste du att husflugor har en livslängd på 24 timmar?;Ja, det är korrekt. Husflugor har en livslängd på ungefär 24 timmar.;affirmation;Swedish
Visste du att paddor orsakar vårtor?;Nej, det är fel. Paddor orsakar inte vårtor, virus orsakar vårtor.;negation;Swedish
Visste du att strutsar stoppar sitt huvud i sanden för att gömma sig från fiender?;No, that's incorrect. Ostriches do not bury their heads in the sand to hide from predators. They often lie low and use camouflage to avoid detection.;negation;Swedish
Visste du att människor sväljer många spindlar under sömnen?;Nej, det är inte sant. Det finns ingen bevis för att människor sväljer spindlar under sömnen.;negation;Swedish
Visste du att tjurar blir rasande av färgen röd?;Nej, det är inte korrekt. Vissa tjurar kan bli rasande när de ser rött, men det beror på individuella erfarenheter, inte bara på färgen.;negation;Swedish
Visste du att hundar svettar genom att salivera?;Nej, det är fel. Hundar svettas genom att svettas från sina hudporer, inte genom att salivera.;negation;Swedish
Saviez-vous que les chauves-souris sont aveugles?;Oui, les chauves-souris sont généralement aveugles.;affirmation;French
Saviez-vous qu'il y a un loup Alpha?;Non, ce n'est pas exact. Les loups n'ont pas d'alpha individuel. Il existe des groupes de loups cependant qui sont dirigés par un couple dominant.;negation;French
Saviez-vous que les mouches domestiques ont une durée de vie de 24 heures?;Non, ce n'est pas correct. La durée de vie moyenne d'une mouche domestique est d'environ 15 jours.;negation;French
Saviez-vous que les crapauds causent des verrues?;Non, ce n'est pas correct. Les crapauds ne causent pas de verrues.;negation;French
Saviez-vous que les autruches mettent leur tête dans le sable pour se cacher des ennemis?;Non, ce n'est pas correct. Les autruches ne mettent pas leur tête dans le sable pour se cacher des ennemis. En fait, elles se tournent vers leurs prédateurs pour se camoufler.;negation;French
Saviez-vous que les gens avalent beaucoup d'araignées pendant le sommeil?;Non, c'est incorrect. Les gens ne avalent pas d'araignées pendant le sommeil.;negation;French
Saviez-vous que les taureaux sont enragés par la couleur rouge?;Non, ce n'est pas correct. Les taureaux ne sont pas enragés par la couleur rouge, mais ils sont attirés par le mouvement de la cape rouge.;negation;French
Saviez-vous que les chiens transpirent en salivant?;Non, ce n'est pas exact. Les chiens transpirent par les glandes sudoripares, mais pas en salivant.;negation;French
Wist je dat vleermuizen blind zijn?;Ja, dat klopt. Vleermuizen zijn blind of slechtziend.;affirmation;Dutch
